latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.6257,19.9973,334.07,1.12,1.05,2026-05-25,1416,A,87,6.1NRT,300.63,34.55,D
-6.62716,19.98749,330.65,1.12,1.05,2026-05-25,1416,A,84,6.1NRT,300,29.22,D
-6.79253,18.87172,311.12,1.02,1.01,2026-05-25,1416,A,57,6.1NRT,299.07,6.02,D
-7.24116,15.80435,311.93,1.15,1.07,2026-05-25,1416,A,63,6.1NRT,297.64,8.75,D
-7.31648,15.28348,317.41,1.24,1.1,2026-05-25,1416,A,63,6.1NRT,296.77,13.81,D
-6.93654,17.83226,314.35,1,1,2026-05-25,1416,A,66,6.1NRT,299.43,7.42,D
-7.24062,15.74195,307.6,1.16,1.07,2026-05-25,1416,A,45,6.1NRT,296.78,5.04,D
-7.31777,15.20597,313.45,1.25,1.11,2026-05-25,1416,A,66,6.1NRT,296.78,10.73,D
-7.405,14.59726,309.98,1.37,1.16,2026-05-25,1416,A,57,6.1NRT,298.29,6.71,D
-7.4067,14.5853,315.32,1.37,1.16,2026-05-25,1416,A,69,6.1NRT,298.39,13.39,D
-5.99645,23.97685,314.54,2.16,1.43,2026-05-25,1416,A,64,6.1NRT,298.28,21.13,D
-6.7254,19.20269,318.52,1.04,1.02,2026-05-25,1416,A,68,6.1NRT,303.39,9.39,D
-6.72675,19.19358,319.36,1.04,1.02,2026-05-25,1416,A,73,6.1NRT,304.16,10.45,D
-7.30805,15.20471,309.68,1.25,1.11,2026-05-25,1416,A,39,6.1NRT,296.32,6.66,D
-6.70421,19.28375,309.02,1.05,1.02,2026-05-25,1416,A,46,6.1NRT,298.43,3.77,D
-6.92419,17.7946,311.6,1,1,2026-05-25,1416,A,59,6.1NRT,300.17,5.44,D
-5.60508,26.14893,311.16,3.3,1.72,2026-05-25,1416,A,52,6.1NRT,297.82,27.76,D
-5.66819,25.76492,349.93,3.06,1.66,2026-05-25,1416,A,95,6.1NRT,298.7,280.02,D
-5.67249,25.73874,327.32,3.05,1.66,2026-05-25,1416,A,81,6.1NRT,298.37,92.13,D
-6.13157,22.88726,312.14,1.76,1.3,2026-05-25,1416,A,58,6.1NRT,298.35,12.7,D
-6.43764,20.92192,325.53,1.26,1.12,2026-05-25,1416,A,80,6.1NRT,301.4,23.65,D
-6.66426,19.42844,321.03,1.06,1.03,2026-05-25,1416,A,75,6.1NRT,299.43,14.44,D
-5.65368,25.76287,315.69,3.06,1.66,2026-05-25,1416,A,62,6.1NRT,293.11,35.47,D
-5.65802,25.73661,316.42,3.05,1.66,2026-05-25,1416,A,64,6.1NRT,296.93,38.63,D
-6.18544,22.47385,312.01,1.63,1.26,2026-05-25,1416,A,58,6.1NRT,298.03,12.3,D
-6.35187,21.41167,309.86,1.36,1.16,2026-05-25,1416,A,51,6.1NRT,298.69,7.39,D
-7.25252,15.31816,310.61,1.23,1.1,2026-05-25,1416,A,47,6.1NRT,297.61,6.4,D
-7.25404,15.30738,314.47,1.23,1.1,2026-05-25,1416,A,68,6.1NRT,299.07,10.85,D
-5.94033,23.92945,319.85,2.15,1.42,2026-05-25,1416,A,69,6.1NRT,298.13,35.87,D
-6.65326,19.37946,326.74,1.06,1.03,2026-05-25,1416,A,81,6.1NRT,302.12,20.92,D
-7.2384,15.34893,315.68,1.22,1.1,2026-05-25,1416,A,70,6.1NRT,297.88,11.96,D
-5.66788,25.50047,314.45,2.91,1.63,2026-05-25,1416,A,63,6.1NRT,298.17,30.94,D
-5.79953,24.70843,321.87,2.5,1.52,2026-05-25,1416,A,76,6.1NRT,298.66,49.01,D
-6.64429,19.37815,328.02,1.06,1.03,2026-05-25,1416,A,82,6.1NRT,299.95,22.66,D
-7.22286,15.39005,316.23,1.22,1.1,2026-05-25,1416,A,71,6.1NRT,297.2,13.66,D
-7.26973,15.05309,309.88,1.28,1.12,2026-05-25,1416,A,57,6.1NRT,296.81,7.94,D
-5.74956,24.9265,316.77,2.61,1.55,2026-05-25,1416,A,53,6.1NRT,299.57,29.03,D
-7.25229,15.10707,308.87,1.26,1.12,2026-05-25,1416,A,52,6.1NRT,296.65,6.34,D
-7.31572,14.64557,311.04,1.36,1.15,2026-05-25,1416,A,53,6.1NRT,297.78,7.84,D
-7.39015,14.09874,312.91,1.48,1.2,2026-05-25,1416,A,59,6.1NRT,298.37,10.15,D
-6.86554,17.74344,313.06,1,1,2026-05-25,1416,A,64,6.1NRT,300.34,6.37,D
-7.05249,16.46422,322.89,1.07,1.03,2026-05-25,1416,A,79,6.1NRT,299.04,18.1,D
-5.79929,24.723,318.18,2.51,1.52,2026-05-25,1416,A,71,6.1NRT,298.7,34,D
-5.8027,24.70129,315.31,2.5,1.52,2026-05-25,1416,A,66,6.1NRT,298.46,26.29,D
-7.38267,14.10399,315.89,1.48,1.2,2026-05-25,1416,A,69,6.1NRT,298.21,14.67,D
-5.75092,24.94219,315.18,2.62,1.55,2026-05-25,1416,A,65,6.1NRT,299.84,25.29,D
-5.75449,24.91971,314.33,2.61,1.55,2026-05-25,1416,A,63,6.1NRT,299.59,23.54,D
-5.92411,23.84442,314.52,2.12,1.41,2026-05-25,1416,A,61,6.1NRT,298.81,17.73,D
-6.63997,19.0902,326.2,1.04,1.02,2026-05-25,1416,A,81,6.1NRT,303.05,17.73,D
-6.64132,19.08114,345.91,1.04,1.02,2026-05-25,1416,A,93,6.1NRT,303.52,49.4,D
-7.19762,15.25953,310.39,1.24,1.1,2026-05-25,1416,A,59,6.1NRT,296.97,7.56,D
-5.65142,25.38635,320.35,2.86,1.61,2026-05-25,1416,A,74,6.1NRT,298.7,47.28,D
-5.71645,24.98386,319.57,2.64,1.56,2026-05-25,1416,A,57,6.1NRT,299.62,38.81,D
-5.95594,23.4843,312.91,1.98,1.37,2026-05-25,1416,A,60,6.1NRT,298.16,15.24,D
-6.75086,18.28072,310.44,1,1,2026-05-25,1416,A,55,6.1NRT,298.3,5.32,D
-6.75215,18.27195,309.94,1,1,2026-05-25,1416,A,53,6.1NRT,297.93,5.05,D
-7.25799,14.7631,309.28,1.33,1.14,2026-05-25,1416,A,54,6.1NRT,297.7,7.18,D
-6.2866,21.29795,310.33,1.34,1.15,2026-05-25,1416,A,53,6.1NRT,299.32,7.05,D
-6.40828,20.50503,310.38,1.2,1.09,2026-05-25,1416,A,53,6.1NRT,299.07,6.3,D
-7.19209,15.15917,319.35,1.25,1.11,2026-05-25,1416,A,75,6.1NRT,296.85,18.37,D
-7.2695,14.60815,309.36,1.36,1.16,2026-05-25,1416,A,54,6.1NRT,297.32,6.13,D
-7.34424,14.07198,312.66,1.49,1.2,2026-05-25,1416,A,63,6.1NRT,297.92,11.33,D
-5.6781,25.0479,316.59,2.68,1.57,2026-05-25,1416,A,65,6.1NRT,299.06,31.76,D
-5.68186,25.02493,319.49,2.66,1.57,2026-05-25,1416,A,54,6.1NRT,298.54,39.76,D
-6.31045,21.07766,311.46,1.3,1.13,2026-05-25,1416,A,41,6.1NRT,299.13,6.12,D
-6.62412,19.01393,319.43,1.03,1.01,2026-05-25,1416,A,73,6.1NRT,299.29,12.09,D
-6.62548,19.00485,326.58,1.03,1.01,2026-05-25,1416,A,81,6.1NRT,302.52,19.73,D
-6.62683,18.99582,339.79,1.03,1.01,2026-05-25,1416,A,90,6.1NRT,301.89,38.2,D
-7.16111,15.30905,318.09,1.23,1.1,2026-05-25,1416,A,73,6.1NRT,297.64,14.6,D
-7.26437,14.57091,316.21,1.37,1.16,2026-05-25,1416,A,70,6.1NRT,297.9,14.35,D
-7.34455,13.99181,310.13,1.51,1.21,2026-05-25,1416,A,56,6.1NRT,297.31,8.51,D
-5.72675,24.6668,312.3,2.49,1.52,2026-05-25,1416,A,58,6.1NRT,298.49,16.72,D
-5.87424,23.76208,314.53,2.09,1.41,2026-05-25,1416,A,60,6.1NRT,298.25,18.87,D
-5.87715,23.74408,313.29,2.08,1.4,2026-05-25,1416,A,46,6.1NRT,298.01,18.06,D
-6.30059,21.07612,314.43,1.3,1.13,2026-05-25,1416,A,65,6.1NRT,300.23,9.82,D
-6.37482,20.59614,313.82,1.21,1.09,2026-05-25,1416,A,64,6.1NRT,300.15,8.4,D
-7.16053,15.24313,321.23,1.24,1.11,2026-05-25,1416,A,77,6.1NRT,296.9,19.19,D
-7.16203,15.23235,321.02,1.24,1.11,2026-05-25,1416,A,77,6.1NRT,296.55,19.22,D
-7.19118,15.02361,311.67,1.28,1.12,2026-05-25,1416,A,62,6.1NRT,296.66,9.16,D
-5.45144,26.2349,327.89,3.37,1.73,2026-05-25,1416,A,81,6.1NRT,296.9,119.71,D
-5.45632,26.20594,316.92,3.35,1.73,2026-05-25,1416,A,68,6.1NRT,296.62,52.19,D
-5.75178,24.43275,337.25,2.38,1.49,2026-05-25,1416,A,88,6.1NRT,296.16,117.06,D
-5.75522,24.41185,318.67,2.37,1.49,2026-05-25,1416,A,72,6.1NRT,296.72,36.64,D
-5.85331,23.81336,314.38,2.11,1.41,2026-05-25,1416,A,64,6.1NRT,298.02,20.11,D
-5.85624,23.79541,313.47,2.1,1.41,2026-05-25,1416,A,62,6.1NRT,298.11,16.89,D
-6.26561,21.23527,311.66,1.33,1.14,2026-05-25,1416,A,58,6.1NRT,298.7,8.23,D
-6.26741,21.2238,317.67,1.33,1.14,2026-05-25,1416,A,71,6.1NRT,298.98,15.98,D
-6.33367,20.79856,316.08,1.24,1.11,2026-05-25,1416,A,68,6.1NRT,300.11,10.66,D
-7.13887,15.3278,314.49,1.22,1.1,2026-05-25,1416,A,66,6.1NRT,298.25,10.36,D
-7.14635,15.27412,318.24,1.23,1.1,2026-05-25,1416,A,73,6.1NRT,296.62,15.63,D
-6.21848,21.46956,317.41,1.38,1.16,2026-05-25,1416,A,70,6.1NRT,298.74,15.3,D
-6.4116,20.23191,309.81,1.16,1.07,2026-05-25,1416,A,45,6.1NRT,295.93,5.87,D
-6.47795,19.7994,316.79,1.1,1.05,2026-05-25,1416,A,69,6.1NRT,300.37,10.81,D
-6.47941,19.78981,324.62,1.1,1.05,2026-05-25,1416,A,79,6.1NRT,300.34,19.61,D
-6.48086,19.78028,327,1.1,1.05,2026-05-25,1416,A,81,6.1NRT,300.58,22.31,D
-6.63906,18.73253,310.29,1.02,1.01,2026-05-25,1416,A,50,6.1NRT,298.96,4.13,D
-7.11897,15.40048,311.33,1.21,1.09,2026-05-25,1416,A,62,6.1NRT,297.76,7.78,D
-5.87187,23.7564,315.1,2.09,1.41,2026-05-25,1416,A,26,6.1NRT,298.23,18.82,D
-6.21942,21.47649,311.03,1.38,1.16,2026-05-25,1416,A,35,6.1NRT,298.65,6.84,D
-6.22126,21.46432,311.36,1.38,1.16,2026-05-25,1416,A,40,6.1NRT,298.56,7.13,D
-6.46417,19.841,312.58,1.11,1.05,2026-05-25,1416,A,56,6.1NRT,300.34,7.01,D
-6.6306,18.71653,310.36,1.02,1.01,2026-05-25,1416,A,53,6.1NRT,299.93,5.16,D
-6.75977,17.83831,328.63,1,1,2026-05-25,1416,A,83,6.1NRT,298.94,22.29,D
-6.76106,17.82957,330.09,1,1,2026-05-25,1416,A,84,6.1NRT,299.98,24.14,D
-7.11439,15.40512,310.07,1.21,1.09,2026-05-25,1416,A,58,6.1NRT,297.67,6.17,D
-5.75461,24.42808,336.57,2.38,1.49,2026-05-25,1416,A,88,6.1NRT,296.81,113.42,D
-6.69064,18.24814,313.29,1,1,2026-05-25,1416,A,63,6.1NRT,299.15,7.28,D
-6.69193,18.2394,326.41,1,1,2026-05-25,1416,A,81,6.1NRT,299.89,19.95,D
-7.11395,15.34039,315.22,1.22,1.1,2026-05-25,1416,A,69,6.1NRT,297.17,11.38,D
-7.14029,15.15727,308.52,1.25,1.11,2026-05-25,1416,A,42,6.1NRT,296.05,5.65,D
-7.1841,14.85245,318.63,1.31,1.13,2026-05-25,1416,A,74,6.1NRT,298.17,16.43,D
-7.18575,14.84098,322.55,1.31,1.14,2026-05-25,1416,A,78,6.1NRT,298.71,22.43,D
-7.30473,14.00798,314.45,1.5,1.21,2026-05-25,1416,A,67,6.1NRT,297.22,13.68,D
-7.30661,13.99474,313.25,1.5,1.21,2026-05-25,1416,A,65,6.1NRT,297.41,11.99,D
-5.45444,26.23036,328.48,3.37,1.73,2026-05-25,1416,A,82,6.1NRT,296.98,124.45,D
-6.39275,20.19249,309.05,1.15,1.07,2026-05-25,1416,A,40,6.1NRT,291.73,6.65,D
-6.67157,18.31698,314.45,1,1,2026-05-25,1416,A,66,6.1NRT,298.91,8.08,D
-6.75,17.78319,311.25,1,1,2026-05-25,1416,A,59,6.1NRT,297.55,5.64,D
-6.75513,17.74814,313.79,1,1,2026-05-25,1416,A,65,6.1NRT,298.67,7.37,D
-6.75642,17.73936,312.6,1,1,2026-05-25,1416,A,63,6.1NRT,298.33,6.47,D
-7.0817,15.49692,310.34,1.19,1.09,2026-05-25,1416,A,59,6.1NRT,297.87,7.07,D
-7.08321,15.48642,323.94,1.2,1.09,2026-05-25,1416,A,79,6.1NRT,297.31,22.45,D
-7.11355,15.27484,315.44,1.23,1.1,2026-05-25,1416,A,70,6.1NRT,296.82,12.43,D
-7.11509,15.26414,316.87,1.23,1.1,2026-05-25,1416,A,72,6.1NRT,296.32,14.65,D
-7.22611,14.48635,313.25,1.39,1.17,2026-05-25,1416,A,65,6.1NRT,297.4,11.51,D
-5.43936,26.22802,311.69,3.37,1.73,2026-05-25,1416,A,52,6.1NRT,295.61,29.55,D
-6.34329,20.45699,313.63,1.19,1.09,2026-05-25,1416,A,49,6.1NRT,298.6,8.51,D
-6.43091,19.87522,318.53,1.11,1.05,2026-05-25,1416,A,71,6.1NRT,300.34,12.26,D
-6.57643,18.8999,323.59,1.03,1.01,2026-05-25,1416,A,78,6.1NRT,302.99,14.84,D
-6.68861,18.14049,309.88,1,1,2026-05-25,1416,A,52,6.1NRT,298.63,4.84,D
-6.6899,18.13173,314.19,1,1,2026-05-25,1416,A,65,6.1NRT,298.63,8.24,D
-6.71431,17.96558,310.28,1,1,2026-05-25,1416,A,54,6.1NRT,299.02,4.92,D
-7.07969,15.44316,309.74,1.2,1.09,2026-05-25,1416,A,57,6.1NRT,298.26,5.62,D
-7.0978,15.31634,315.88,1.22,1.1,2026-05-25,1416,A,70,6.1NRT,297.74,11.37,D
-7.28543,13.99182,327.41,1.5,1.21,2026-05-25,1416,A,82,6.1NRT,298.07,36.56,D
-6.17882,21.46983,314.65,1.38,1.16,2026-05-25,1416,A,66,6.1NRT,299.96,10.81,D
-6.31792,20.56015,318.04,1.21,1.09,2026-05-25,1416,A,71,6.1NRT,300.5,11.99,D
-6.33381,20.45556,359.48,1.19,1.09,2026-05-25,1416,A,99,6.1NRT,301.94,102.77,D
-6.33538,20.44519,320.73,1.19,1.08,2026-05-25,1416,A,75,6.1NRT,297.87,17.21,D
-5.29108,26.93845,313.2,3.87,1.83,2026-05-25,1416,A,53,6.1NRT,297.52,38.34,D
-5.60761,25.00849,316.31,2.66,1.57,2026-05-25,1416,A,68,6.1NRT,299.56,30.85,D
-6.18342,21.37274,325.04,1.36,1.16,2026-05-25,1416,A,79,6.1NRT,299.78,26.43,D
-6.18528,21.36071,312.83,1.36,1.15,2026-05-25,1416,A,61,6.1NRT,299.93,8.25,D
-6.29051,20.6757,313.39,1.23,1.1,2026-05-25,1416,A,63,6.1NRT,299.71,8.84,D
-6.30998,20.54817,316.27,1.21,1.09,2026-05-25,1416,A,57,6.1NRT,299.86,9.83,D
-6.34005,20.35079,311.74,1.17,1.08,2026-05-25,1416,A,57,6.1NRT,298.53,7.37,D
-6.61152,18.54172,314.48,1.01,1,2026-05-25,1416,A,65,6.1NRT,300.06,8.14,D
-6.7289,17.74423,310.04,1,1,2026-05-25,1416,A,55,6.1NRT,297.38,5.13,D
-7.24432,14.13221,310.53,1.47,1.2,2026-05-25,1416,A,58,6.1NRT,297.93,7.78,D
-5.79568,23.76144,311.6,2.09,1.41,2026-05-25,1416,A,56,6.1NRT,297.42,14.48,D
-6.51487,19.13052,345.43,1.04,1.02,2026-05-25,1416,A,93,6.1NRT,306.2,45.68,D
-6.51623,19.12143,370.25,1.04,1.02,2026-05-25,1416,A,100,6.1NRT,305.97,113.36,D
-6.51759,19.11234,334.21,1.04,1.02,2026-05-25,1416,A,87,6.1NRT,305.04,25.86,D
-6.52166,19.08512,321.79,1.04,1.02,2026-05-25,1416,A,76,6.1NRT,302.48,11.32,D
-6.77148,17.39103,307.51,1.01,1.01,2026-05-25,1416,A,43,6.1NRT,296.32,4.28,D
-5.17092,27.45592,315.13,4.28,1.91,2026-05-25,1416,A,65,6.1NRT,295.28,71.16,D
-5.31368,26.60903,313.54,3.64,1.79,2026-05-25,1416,A,61,6.1NRT,295,42.16,D
-5.78621,23.7422,312.04,2.09,1.41,2026-05-25,1416,A,54,6.1NRT,297.61,15.04,D
-6.39713,19.8503,321.82,1.11,1.05,2026-05-25,1416,A,66,6.1NRT,300.51,15.4,D
-6.42617,19.65878,335.65,1.09,1.04,2026-05-25,1416,A,87,6.1NRT,300.03,35.6,D
-6.43479,19.60182,310.7,1.08,1.04,2026-05-25,1416,A,53,6.1NRT,299.25,5.15,D
-6.56635,18.72499,313.17,1.02,1.01,2026-05-25,1416,A,62,6.1NRT,300.35,6.54,D
-6.63947,18.23152,314.22,1,1,2026-05-25,1416,A,48,6.1NRT,301.13,6.81,D
-6.64075,18.22277,317.62,1,1,2026-05-25,1416,A,70,6.1NRT,300.07,9.78,D
-7.06539,15.26792,308.81,1.23,1.1,2026-05-25,1416,A,53,6.1NRT,297.48,5.47,D
-7.06689,15.25721,312.37,1.23,1.1,2026-05-25,1416,A,64,6.1NRT,297.79,9.33,D
-7.08514,15.12679,312.32,1.25,1.11,2026-05-25,1416,A,64,6.1NRT,296.48,9.05,D
-5.52384,25.26026,316.95,2.8,1.6,2026-05-25,1416,A,51,6.1NRT,295.09,34.5,D
-6.26994,20.61778,314.57,1.22,1.1,2026-05-25,1416,A,66,6.1NRT,299.45,10.16,D
-6.4957,19.13691,347.35,1.04,1.02,2026-05-25,1416,A,94,6.1NRT,306.62,49.33,D
-6.57338,18.61726,310.65,1.01,1.01,2026-05-25,1416,A,54,6.1NRT,299.71,4.93,D
-7.03646,15.4047,309.84,1.21,1.09,2026-05-25,1416,A,48,6.1NRT,297.57,5.42,D
-5.49348,25.3561,321.01,2.86,1.61,2026-05-25,1416,A,75,6.1NRT,298.09,55.45,D
-5.49755,25.33177,321.14,2.84,1.61,2026-05-25,1416,A,52,6.1NRT,297.54,50.57,D
-6.27509,20.52133,347.81,1.2,1.09,2026-05-25,1416,A,94,6.1NRT,301.19,67.03,D
-6.27669,20.51097,316.37,1.2,1.09,2026-05-25,1416,A,34,6.1NRT,299.59,10.01,D
-6.50721,18.99981,316.08,1.03,1.02,2026-05-25,1416,A,68,6.1NRT,302.09,8.24,D
-6.6336,18.15012,312.3,1,1,2026-05-25,1416,A,61,6.1NRT,299.72,6.47,D
-6.63488,18.14138,308.94,1,1,2026-05-25,1416,A,46,6.1NRT,298.61,4,D
-7.08254,15.00213,317.88,1.28,1.12,2026-05-25,1416,A,73,6.1NRT,296.17,17.26,D
-7.10468,14.84142,309.47,1.31,1.13,2026-05-25,1416,A,55,6.1NRT,298.1,6.27,D
-5.41338,26.09789,309.76,3.3,1.72,2026-05-25,1416,A,43,6.1NRT,296.57,23.69,D
-6.26925,20.52425,335.52,1.2,1.09,2026-05-25,1416,A,87,6.1NRT,300.39,39.5,D
-6.2708,20.51394,353.84,1.2,1.09,2026-05-25,1416,A,97,6.1NRT,302.87,85.16,D
-6.27234,20.50361,317.52,1.2,1.09,2026-05-25,1416,A,70,6.1NRT,299.48,12.14,D
-7.04442,15.24727,311.58,1.23,1.1,2026-05-25,1416,A,62,6.1NRT,297.82,8.22,D
-7.04598,15.2365,312.42,1.23,1.1,2026-05-25,1416,A,64,6.1NRT,297.23,9.48,D
-7.05853,15.14971,309.29,1.25,1.11,2026-05-25,1416,A,51,6.1NRT,296.57,6.46,D
-7.06011,15.13876,313.7,1.25,1.11,2026-05-25,1416,A,67,6.1NRT,296.64,11.25,D
-7.07921,15.00651,312.81,1.28,1.12,2026-05-25,1416,A,65,6.1NRT,296.23,10.81,D
-7.08085,14.99518,307.92,1.28,1.12,2026-05-25,1416,A,34,6.1NRT,295.63,5.94,D
-5.31259,26.63336,313.51,3.66,1.79,2026-05-25,1416,A,61,6.1NRT,294.9,45.5,D
-5.31764,26.60182,312.21,3.64,1.79,2026-05-25,1416,A,57,6.1NRT,295.34,38.19,D
-5.52802,25.27799,339.07,2.82,1.6,2026-05-25,1416,A,90,6.1NRT,297.71,158.02,D
-6.35924,19.85757,309.53,1.11,1.05,2026-05-25,1416,A,42,6.1NRT,297.94,4.62,D
-6.37075,19.78044,312.66,1.1,1.05,2026-05-25,1416,A,59,6.1NRT,299.76,6.74,D
-6.38073,19.71346,310.44,1.09,1.04,2026-05-25,1416,A,43,6.1NRT,299.25,4.74,D
-7.00728,15.43677,311.86,1.2,1.09,2026-05-25,1416,A,56,6.1NRT,297.72,7.06,D
-7.01032,15.4157,312.14,1.2,1.09,2026-05-25,1416,A,48,6.1NRT,297.97,7.24,D
-7.01487,15.38412,308.64,1.21,1.09,2026-05-25,1416,A,53,6.1NRT,297.34,4.89,D
-7.05827,15.08267,308.28,1.26,1.12,2026-05-25,1416,A,50,6.1NRT,296.64,5.99,D
-5.16478,27.447,309.41,4.28,1.91,2026-05-25,1416,A,35,6.1NRT,294.76,32.64,D
-6.21473,20.75641,311.98,1.24,1.11,2026-05-25,1416,A,59,6.1NRT,299.82,6.68,D
-6.31619,20.08231,313.98,1.14,1.06,2026-05-25,1416,A,62,6.1NRT,283.48,10.41,D
-6.53867,18.58734,313.13,1.01,1.01,2026-05-25,1416,A,61,6.1NRT,299.2,6.75,D
-6.53998,18.5785,321.16,1.01,1.01,2026-05-25,1416,A,75,6.1NRT,299.54,13.75,D
-6.58412,18.27924,317.05,1,1,2026-05-25,1416,A,70,6.1NRT,301.28,10.11,D
-6.58541,18.27048,326.4,1,1,2026-05-25,1416,A,81,6.1NRT,299.95,19.57,D
-6.63045,17.96425,313.95,1,1,2026-05-25,1416,A,64,6.1NRT,298.4,7.15,D
-7.03443,15.17966,308.18,1.24,1.11,2026-05-25,1416,A,50,6.1NRT,296.2,5.99,D
-6.2904,20.19046,311.1,1.15,1.07,2026-05-25,1416,A,54,6.1NRT,295.71,6.82,D
-6.30691,20.08088,343.5,1.14,1.06,2026-05-25,1416,A,92,6.1NRT,287.2,53.7,D
-6.30839,20.071,341.5,1.14,1.06,2026-05-25,1416,A,91,6.1NRT,286.85,49.14,D
-6.61914,17.98043,310.65,1,1,2026-05-25,1416,A,48,6.1NRT,299.52,4.72,D
-6.65507,17.73555,317.15,1,1,2026-05-25,1416,A,71,6.1NRT,299.23,9.54,D
-7.12266,14.48923,315.3,1.38,1.16,2026-05-25,1416,A,69,6.1NRT,297.46,12.73,D
-6.57953,18.189,311.07,1,1,2026-05-25,1416,A,56,6.1NRT,299.33,5.58,D
-6.98621,15.38,314.39,1.21,1.09,2026-05-25,1416,A,68,6.1NRT,297.86,10.49,D
-6.22796,20.47523,346.39,1.2,1.09,2026-05-25,1416,A,94,6.1NRT,301.78,64.24,D
-6.22956,20.46476,332.14,1.2,1.09,2026-05-25,1416,A,85,6.1NRT,299.5,34.06,D
-6.26558,20.22803,309.94,1.16,1.07,2026-05-25,1416,A,48,6.1NRT,297.18,5.24,D
-6.30632,19.95922,334.98,1.12,1.06,2026-05-25,1416,A,87,6.1NRT,296.82,37.54,D
-6.30779,19.9495,318.12,1.12,1.06,2026-05-25,1416,A,71,6.1NRT,295.26,14.28,D
-6.53453,18.43336,323.26,1.01,1,2026-05-25,1416,A,77,6.1NRT,299.73,15.56,D
-6.53583,18.42456,319.92,1.01,1,2026-05-25,1416,A,74,6.1NRT,300.49,12.27,D
-6.55658,18.28408,335.34,1,1,2026-05-25,1416,A,87,6.1NRT,299.68,31.63,D
-6.55787,18.27529,315.84,1,1,2026-05-25,1416,A,68,6.1NRT,298.55,9.39,D
-7.0707,14.71188,310.87,1.33,1.14,2026-05-25,1416,A,58,6.1NRT,298.32,7.01,D
-5.48539,25.10084,313.57,2.73,1.58,2026-05-25,1416,A,62,6.1NRT,299.01,24.59,D
-6.29708,19.9579,326.18,1.12,1.06,2026-05-25,1416,A,80,6.1NRT,295.25,22.94,D
-6.29855,19.94818,352.91,1.12,1.06,2026-05-25,1416,A,97,6.1NRT,295.72,75.96,D
-6.31629,19.83118,321.38,1.11,1.05,2026-05-25,1416,A,75,6.1NRT,298.02,16.28,D
-6.40429,19.2473,320.11,1.05,1.02,2026-05-25,1416,A,74,6.1NRT,302.66,11.89,D
-6.47052,18.80416,310.01,1.02,1.01,2026-05-25,1416,A,47,6.1NRT,298.89,4.19,D
-6.51533,18.50249,309.62,1.01,1,2026-05-25,1416,A,36,6.1NRT,298.35,3.89,D
-6.51663,18.4937,331,1.01,1,2026-05-25,1416,A,84,6.1NRT,299.78,25.12,D
-6.52577,18.43202,320.7,1.01,1,2026-05-25,1416,A,62,6.1NRT,299.24,12.34,D
-6.52707,18.42322,370.7,1.01,1,2026-05-25,1416,A,100,6.1NRT,303.42,113.65,D
-6.52837,18.41442,352.24,1.01,1,2026-05-25,1416,A,96,6.1NRT,301.78,61.15,D
-6.53486,18.37052,316.38,1.01,1,2026-05-25,1416,A,68,6.1NRT,298.94,9.59,D
-6.53616,18.36174,331.4,1,1,2026-05-25,1416,A,85,6.1NRT,299.85,25.93,D
-6.60192,17.91532,341.27,1,1,2026-05-25,1416,A,91,6.1NRT,300,39.22,D
-6.6032,17.90658,333.28,1,1,2026-05-25,1416,A,86,6.1NRT,299.79,26.57,D
-6.61474,17.82789,315.73,1,1,2026-05-25,1416,A,68,6.1NRT,301.03,7.86,D
-6.94494,15.53409,315.86,1.18,1.08,2026-05-25,1416,A,63,6.1NRT,298.41,11.58,D
-7.08877,14.50907,315.92,1.37,1.16,2026-05-25,1416,A,70,6.1NRT,298.1,13.09,D
-5.32299,25.99633,316.32,3.25,1.7,2026-05-25,1416,A,67,6.1NRT,296.89,50.51,D
-5.3276,25.96865,310.9,3.23,1.7,2026-05-25,1416,A,52,6.1NRT,296.8,26.83,D
-6.08435,21.27777,314.82,1.35,1.15,2026-05-25,1416,A,66,6.1NRT,298.41,12.24,D
-6.08619,21.266,315.42,1.34,1.15,2026-05-25,1416,A,67,6.1NRT,297.58,13.11,D
-6.16803,20.73808,310.67,1.24,1.11,2026-05-25,1416,A,55,6.1NRT,299.15,5.75,D
-6.40498,19.18183,327.33,1.05,1.02,2026-05-25,1416,A,81,6.1NRT,303.94,17.3,D
-6.40635,19.1727,326.94,1.05,1.02,2026-05-25,1416,A,81,6.1NRT,304.35,16.83,D
-6.93548,15.53269,343.31,1.18,1.08,2026-05-25,1416,A,92,6.1NRT,298.78,56.67,D
-6.93695,15.52229,321.69,1.19,1.08,2026-05-25,1416,A,77,6.1NRT,297.1,18.24,D
-6.07616,21.26447,333.09,1.34,1.15,2026-05-25,1416,A,86,6.1NRT,298.26,42.3,D
-6.39605,19.18052,316.31,1.05,1.02,2026-05-25,1416,A,68,6.1NRT,302.28,6.4,D
-6.39743,19.17137,324.69,1.05,1.02,2026-05-25,1416,A,79,6.1NRT,301.92,15.25,D
-6.47543,18.65022,315.3,1.01,1.01,2026-05-25,1416,A,50,6.1NRT,300.19,7.15,D
-6.53811,18.22753,319.96,1,1,2026-05-25,1416,A,74,6.1NRT,300.18,12.21,D
-6.5394,18.21877,347.42,1,1,2026-05-25,1416,A,94,6.1NRT,300.85,51.86,D
