latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-27.36343,152.37383,302.96,1.07,1.03,2026-05-23,2231,T,54,6.1NRT,289.24,5.96,D
-30.46021,149.46577,301.55,1,1,2026-05-23,2233,T,48,6.1NRT,281.8,6.58,D
-32.32605,148.85362,302.58,1,1,2026-05-23,2233,T,53,6.1NRT,285.2,6.69,D
17.88181,-88.74266,322.01,1.22,1.1,2026-05-23,2118,A,54,6.1NRT,302.3,10.63,D
17.6678,-90.71401,383.26,1.02,1.01,2026-05-23,2118,A,100,6.1NRT,308.63,159.19,D
17.66648,-90.72325,335.16,1.02,1.01,2026-05-23,2118,A,84,6.1NRT,303.53,25.11,D
17.56851,-91.39995,337.54,1,1,2026-05-23,2118,A,86,6.1NRT,302.62,28.28,D
17.56718,-91.40903,320.87,1,1,2026-05-23,2118,A,43,6.1NRT,300.64,7.14,D
16.99471,-95.08113,316.9,1.38,1.16,2026-05-23,2118,A,51,6.1NRT,300.36,8.77,D
17.67659,-90.71539,374.9,1.02,1.01,2026-05-23,2118,A,100,6.1NRT,304.39,124.59,D
17.67526,-90.72463,322.79,1.02,1.01,2026-05-23,2118,A,36,6.1NRT,301.61,9.03,D
17.00475,-95.08327,317.85,1.38,1.16,2026-05-23,2118,A,64,6.1NRT,300.95,10.27,D
17.58992,-91.37551,317.51,1,1,2026-05-23,2118,A,0,6.1NRT,302.06,3.98,D
17.98145,-88.65494,321.63,1.23,1.1,2026-05-23,2118,A,71,6.1NRT,301.26,11.8,D
17.69415,-90.71816,333,1.02,1.01,2026-05-23,2118,A,82,6.1NRT,306.94,21.01,D
17.69282,-90.72741,330.35,1.02,1.01,2026-05-23,2118,A,67,6.1NRT,306.68,17.87,D
17.66099,-90.94831,318.21,1.01,1,2026-05-23,2118,A,32,6.1NRT,301.86,4.35,D
17.95805,-89.01636,323.73,1.18,1.08,2026-05-23,2118,A,73,6.1NRT,303.56,13.39,D
17.73455,-90.64592,319.54,1.02,1.01,2026-05-23,2118,A,52,6.1NRT,305.46,6.31,D
17.96746,-89.01782,325.82,1.18,1.08,2026-05-23,2118,A,72,6.1NRT,301.85,15.65,D
17.96603,-89.02854,330.19,1.18,1.08,2026-05-23,2118,A,81,6.1NRT,302.76,22.27,D
17.56655,-91.86226,327.97,1,1,2026-05-23,2118,A,77,6.1NRT,306.01,13.22,D
17.5652,-91.87137,322.91,1,1,2026-05-23,2118,A,69,6.1NRT,306.95,7.86,D
17.76226,-90.64079,320.76,1.02,1.01,2026-05-23,2118,A,56,6.1NRT,306.34,7.32,D
17.73318,-90.84429,328.68,1.01,1.01,2026-05-23,2118,A,26,6.1NRT,307.7,12.37,D
17.80779,-90.44745,322.74,1.03,1.02,2026-05-23,2118,A,63,6.1NRT,303.79,8.57,D
17.76925,-90.71777,326.88,1.02,1.01,2026-05-23,2118,A,66,6.1NRT,307.62,11.55,D
17.00732,-95.7588,322.54,1.54,1.22,2026-05-23,2118,A,56,6.1NRT,293.26,31,D
17.79151,-90.76477,349.9,1.02,1.01,2026-05-23,2118,A,89,6.1NRT,307.34,51.92,D
17.82265,-90.60838,325.64,1.02,1.01,2026-05-23,2118,A,32,6.1NRT,307.75,10.53,D
17.01121,-95.76529,322.11,1.54,1.22,2026-05-23,2118,A,65,6.1NRT,294.18,28.17,D
17.7989,-90.9638,335.43,1.01,1,2026-05-23,2118,A,83,6.1NRT,309.15,21.75,D
17.84466,-90.70687,330.85,1.02,1.01,2026-05-23,2118,A,79,6.1NRT,306.19,15.96,D
17.91594,-90.26722,324.38,1.05,1.02,2026-05-23,2118,A,70,6.1NRT,306.25,10.89,D
17.79523,-91.11313,330.65,1,1,2026-05-23,2118,A,74,6.1NRT,303.96,17.9,D
17.87103,-90.71103,347.55,1.02,1.01,2026-05-23,2118,A,93,6.1NRT,309.48,42.6,D
17.87982,-90.71242,327.46,1.02,1.01,2026-05-23,2118,A,73,6.1NRT,307.45,11.15,D
17.87849,-90.72169,326.9,1.02,1.01,2026-05-23,2118,A,72,6.1NRT,308.59,9.85,D
17.88637,-90.81489,323.46,1.02,1.01,2026-05-23,2118,A,49,6.1NRT,305.59,8.16,D
17.89383,-90.82552,334.76,1.01,1.01,2026-05-23,2118,A,83,6.1NRT,307.27,20.84,D
17.8033,-91.51279,345.71,1,1,2026-05-23,2118,A,0,6.1NRT,308,38.84,D
17.9537,-90.53061,365.03,1.03,1.01,2026-05-23,2118,A,94,6.1NRT,306.76,89.3,D
17.99667,-90.35436,324.74,1.04,1.02,2026-05-23,2118,A,55,6.1NRT,307.41,10.06,D
17.90773,-90.97849,329.42,1.01,1,2026-05-23,2118,A,72,6.1NRT,308.97,14.34,D
17.19214,-95.69743,322.62,1.51,1.21,2026-05-23,2118,A,75,6.1NRT,297.25,26.64,D
17.50633,-93.82021,327.68,1.15,1.07,2026-05-23,2118,A,79,6.1NRT,299.2,24.19,D
17.5134,-93.81632,316.87,1.15,1.07,2026-05-23,2118,A,58,6.1NRT,298.99,10.66,D
17.20394,-95.66209,311.32,1.5,1.21,2026-05-23,2118,A,42,6.1NRT,295.61,9.68,D
17.19692,-95.70257,313.33,1.51,1.21,2026-05-23,2118,A,33,6.1NRT,296.82,10.35,D
18.05582,-90.26237,324.65,1.05,1.02,2026-05-23,2118,A,24,6.1NRT,304.7,12.37,D
18.05449,-90.27192,344.03,1.05,1.02,2026-05-23,2118,A,91,6.1NRT,304.64,41.26,D
18.06832,-90.30327,326.05,1.05,1.02,2026-05-23,2118,A,50,6.1NRT,305.75,11.61,D
18.067,-90.31276,324.47,1.04,1.02,2026-05-23,2118,A,48,6.1NRT,306.89,9.74,D
17.56574,-93.66748,317.13,1.13,1.06,2026-05-23,2118,A,58,6.1NRT,299.96,8.15,D
18.05463,-90.46559,324.09,1.03,1.02,2026-05-23,2118,A,35,6.1NRT,306.31,9.71,D
18.04556,-90.84573,335.47,1.02,1.01,2026-05-23,2118,A,83,6.1NRT,306.45,24.34,D
18.04424,-90.85497,328.25,1.01,1.01,2026-05-23,2118,A,45,6.1NRT,307.5,13.35,D
18.28754,-89.16686,317.47,1.17,1.08,2026-05-23,2118,A,42,6.1NRT,302.15,9.05,D
17.74934,-92.91709,329.99,1.05,1.02,2026-05-23,2118,A,80,6.1NRT,302.89,21.2,D
18.13449,-90.49435,346.72,1.03,1.02,2026-05-23,2118,A,92,6.1NRT,309.49,41.72,D
18.14202,-90.50517,326.72,1.03,1.02,2026-05-23,2118,A,39,6.1NRT,306.96,9.85,D
17.36695,-95.63217,323.58,1.48,1.2,2026-05-23,2118,A,70,6.1NRT,296.62,26.12,D
18.44563,-88.48541,318.2,1.28,1.12,2026-05-23,2118,A,59,6.1NRT,300.78,9.41,D
17.95372,-91.98815,327.95,1,1,2026-05-23,2118,A,0,6.1NRT,304.55,15.13,D
18.11483,-90.94846,329.68,1.01,1.01,2026-05-23,2118,A,66,6.1NRT,308.03,13.55,D
18.23009,-90.46673,332.14,1.04,1.02,2026-05-23,2118,A,72,6.1NRT,310.02,15.54,D
18.22877,-90.47617,338.62,1.04,1.02,2026-05-23,2118,A,87,6.1NRT,307.46,25.28,D
18.19171,-90.73883,327.29,1.02,1.01,2026-05-23,2118,A,75,6.1NRT,307.24,12.32,D
18.19038,-90.74814,326.39,1.02,1.01,2026-05-23,2118,A,74,6.1NRT,307.59,11.23,D
17.83807,-93.11533,370.41,1.07,1.03,2026-05-23,2118,A,100,6.1NRT,302.25,118.68,D
17.83656,-93.12499,365.38,1.07,1.03,2026-05-23,2118,A,100,6.1NRT,302.8,101.4,D
18.20051,-90.74022,342.36,1.02,1.01,2026-05-23,2118,A,90,6.1NRT,306.09,34.69,D
18.19918,-90.74952,352.44,1.02,1.01,2026-05-23,2118,A,96,6.1NRT,306.2,55.96,D
18.46402,-88.88794,332.33,1.21,1.09,2026-05-23,2118,A,83,6.1NRT,300.93,30.36,D
18.46255,-88.89903,329.26,1.21,1.09,2026-05-23,2118,A,75,6.1NRT,297.32,24.55,D
17.44877,-95.6939,318.86,1.49,1.21,2026-05-23,2118,A,70,6.1NRT,299.19,17.38,D
17.44649,-95.70742,317.33,1.49,1.21,2026-05-23,2118,A,68,6.1NRT,298.6,15.12,D
16.89853,-98.8028,317.02,2.63,1.56,2026-05-23,2118,A,54,6.1NRT,293.94,35.93,D
16.89489,-98.82237,313.44,2.64,1.56,2026-05-23,2118,A,44,6.1NRT,292.87,28.11,D
17.89332,-93.18128,329.37,1.07,1.03,2026-05-23,2118,A,80,6.1NRT,302.86,19.91,D
17.89179,-93.19099,331.2,1.07,1.03,2026-05-23,2118,A,82,6.1NRT,304.53,22.63,D
18.46755,-89.2712,320.67,1.16,1.07,2026-05-23,2118,A,65,6.1NRT,301.78,11.84,D
17.86164,-93.49941,324.25,1.1,1.05,2026-05-23,2118,A,74,6.1NRT,300.82,15.87,D
18.48145,-89.38068,336.09,1.14,1.07,2026-05-23,2118,A,86,6.1NRT,301.53,34.18,D
18.48004,-89.39114,347.87,1.14,1.07,2026-05-23,2118,A,93,6.1NRT,302.61,59.28,D
18.34589,-90.43329,332.38,1.04,1.02,2026-05-23,2118,A,82,6.1NRT,308.71,17.86,D
18.35477,-90.43467,351.71,1.04,1.02,2026-05-23,2118,A,95,6.1NRT,306.21,54.62,D
18.35344,-90.44416,336.39,1.04,1.02,2026-05-23,2118,A,85,6.1NRT,307.31,24.29,D
17.95795,-93.53208,318.7,1.1,1.05,2026-05-23,2118,A,61,6.1NRT,299.54,9.3,D
17.92098,-93.76484,314.35,1.13,1.06,2026-05-23,2118,A,42,6.1NRT,295.93,5.75,D
18.39624,-90.72628,327.92,1.02,1.01,2026-05-23,2118,A,77,6.1NRT,307.6,13.46,D
18.2325,-91.85576,325.45,1,1,2026-05-23,2118,A,42,6.1NRT,305.59,10.72,D
17.99773,-93.45711,318.38,1.09,1.04,2026-05-23,2118,A,64,6.1NRT,299.91,8.65,D
18.47176,-90.65849,334.76,1.03,1.01,2026-05-23,2118,A,84,6.1NRT,305.66,25.18,D
18.47044,-90.66789,327.25,1.03,1.01,2026-05-23,2118,A,70,6.1NRT,306.16,15.49,D
18.24716,-92.20221,320.02,1.01,1,2026-05-23,2118,A,51,6.1NRT,302.39,8.31,D
18.61064,-90.12265,329.73,1.07,1.03,2026-05-23,2118,A,71,6.1NRT,305.71,15.42,D
18.4846,-91.15089,331.25,1.01,1,2026-05-23,2118,A,80,6.1NRT,302.71,17.89,D
18.41822,-91.60885,318.68,1,1,2026-05-23,2118,A,29,6.1NRT,294.7,5.94,D
18.651,-90.09483,323.57,1.07,1.03,2026-05-23,2118,A,54,6.1NRT,300.28,13.15,D
18.86827,-88.76557,381.24,1.24,1.11,2026-05-23,2118,A,100,6.1NRT,305.49,207.05,D
18.38111,-92.22099,346.95,1.01,1,2026-05-23,2118,A,93,6.1NRT,301.85,46.74,D
18.37974,-92.23018,322.98,1.01,1,2026-05-23,2118,A,41,6.1NRT,301.25,10.86,D
18.39122,-92.21326,332.86,1.01,1,2026-05-23,2118,A,64,6.1NRT,302.35,21.81,D
18.41402,-92.20463,322.61,1.01,1,2026-05-23,2118,A,71,6.1NRT,302.02,12.18,D
18.41264,-92.21381,330.3,1.01,1,2026-05-23,2118,A,81,6.1NRT,302.54,21.26,D
17.96074,-95.16235,327.16,1.35,1.15,2026-05-23,2118,A,69,6.1NRT,304.32,20.99,D
17.11386,-100.19718,321.94,3.34,1.72,2026-05-23,2118,A,78,6.1NRT,294.54,66.33,D
18.69921,-90.80266,350.75,1.02,1.01,2026-05-23,2118,A,90,6.1NRT,308.13,50.13,D
18.7102,-90.80061,331.55,1.02,1.01,2026-05-23,2118,A,41,6.1NRT,307.42,15.99,D
17.11256,-100.20131,323.28,3.34,1.72,2026-05-23,2118,A,79,6.1NRT,294.45,73.14,D
18.81873,-90.68969,326.68,1.03,1.01,2026-05-23,2118,A,59,6.1NRT,307.71,10.87,D
18.82757,-90.69109,336.87,1.03,1.01,2026-05-23,2118,A,82,6.1NRT,306.39,24.51,D
18.82625,-90.7005,334.44,1.03,1.01,2026-05-23,2118,A,54,6.1NRT,307.4,20.24,D
18.83509,-90.70193,343.46,1.03,1.01,2026-05-23,2118,A,84,6.1NRT,305.32,35.28,D
18.8227,-90.85369,350.33,1.02,1.01,2026-05-23,2118,A,95,6.1NRT,305.78,49.04,D
18.6401,-92.17,323.98,1,1,2026-05-23,2118,A,62,6.1NRT,306.83,8.94,D
18.87045,-90.70748,323.63,1.03,1.01,2026-05-23,2118,A,62,6.1NRT,304.83,8.83,D
18.85926,-90.84991,324.43,1.02,1.01,2026-05-23,2118,A,40,6.1NRT,304.21,8.83,D
18.85793,-90.85928,326.69,1.02,1.01,2026-05-23,2118,A,60,6.1NRT,305.9,11.76,D
18.89619,-90.65347,353.56,1.03,1.02,2026-05-23,2118,A,96,6.1NRT,308.33,57.88,D
18.89485,-90.66295,392.29,1.03,1.02,2026-05-23,2118,A,100,6.1NRT,313.38,205.63,D
18.8935,-90.67244,330.45,1.03,1.02,2026-05-23,2118,A,62,6.1NRT,305.25,16.28,D
18.8742,-90.87142,331.7,1.02,1.01,2026-05-23,2118,A,67,6.1NRT,304.06,20.07,D
18.9559,-90.49342,325.35,1.05,1.02,2026-05-23,2118,A,62,6.1NRT,305.4,12.52,D
18.92136,-90.74059,321.86,1.03,1.01,2026-05-23,2118,A,51,6.1NRT,302.94,7.07,D
18.97413,-90.42772,323.16,1.05,1.02,2026-05-23,2118,A,42,6.1NRT,304.65,11.7,D
18.97279,-90.43737,330.35,1.05,1.02,2026-05-23,2118,A,79,6.1NRT,304.56,20.49,D
18.94834,-90.67725,341.72,1.03,1.02,2026-05-23,2118,A,89,6.1NRT,302.2,34.85,D
18.94701,-90.68668,340.57,1.03,1.02,2026-05-23,2118,A,88,6.1NRT,303.98,32.62,D
18.90745,-91.09212,336.91,1.01,1.01,2026-05-23,2118,A,85,6.1NRT,304.9,26.45,D
19.00393,-90.54006,332.23,1.04,1.02,2026-05-23,2118,A,72,6.1NRT,305.16,19.23,D
18.94231,-90.97401,323.3,1.02,1.01,2026-05-23,2118,A,60,6.1NRT,303.97,7.02,D
19.07003,-90.13372,323.4,1.08,1.04,2026-05-23,2118,A,43,6.1NRT,305.46,7.99,D
19.04948,-90.28079,334.12,1.06,1.03,2026-05-23,2118,A,76,6.1NRT,304.47,23.79,D
19.02242,-90.61781,325.36,1.04,1.02,2026-05-23,2118,A,43,6.1NRT,306.15,11.14,D
18.96285,-91.04105,330.45,1.02,1.01,2026-05-23,2118,A,72,6.1NRT,303.75,15.59,D
18.99317,-91.01732,325.03,1.02,1.01,2026-05-23,2118,A,44,6.1NRT,307.28,8.7,D
18.99184,-91.02663,333.84,1.02,1.01,2026-05-23,2118,A,82,6.1NRT,305.59,19.37,D
19.08856,-90.59903,343.42,1.04,1.02,2026-05-23,2118,A,90,6.1NRT,307.58,36.83,D
19.08721,-90.60857,354.49,1.04,1.02,2026-05-23,2118,A,97,6.1NRT,307.78,61.06,D
19.15186,-90.21326,333.19,1.07,1.03,2026-05-23,2118,A,49,6.1NRT,308.73,17.41,D
19.15048,-90.22311,334.26,1.07,1.03,2026-05-23,2118,A,60,6.1NRT,309.47,20.32,D
19.14911,-90.23295,346.82,1.07,1.03,2026-05-23,2118,A,92,6.1NRT,308.48,45.45,D
19.14774,-90.24274,338.91,1.07,1.03,2026-05-23,2118,A,87,6.1NRT,306.26,30.04,D
19.09744,-90.6004,372.89,1.04,1.02,2026-05-23,2118,A,100,6.1NRT,307.93,116.95,D
19.17372,-90.25259,327.13,1.07,1.03,2026-05-23,2118,A,74,6.1NRT,307.29,11.32,D
19.17238,-90.26234,334.8,1.07,1.03,2026-05-23,2118,A,83,6.1NRT,308.64,22.65,D
19.18138,-90.26371,332.57,1.07,1.03,2026-05-23,2118,A,73,6.1NRT,307.88,19.55,D
19.12913,-90.64031,337.38,1.04,1.02,2026-05-23,2118,A,55,6.1NRT,307.06,25.72,D
19.16111,-90.60635,332.57,1.04,1.02,2026-05-23,2118,A,69,6.1NRT,304.52,19.89,D
18.86685,-92.62401,310.14,1.02,1.01,2026-05-23,2118,A,30,6.1NRT,298.36,5.72,D
19.18076,-90.53114,338.95,1.05,1.02,2026-05-23,2118,A,86,6.1NRT,309.01,31.4,D
19.18966,-90.53253,334.71,1.05,1.02,2026-05-23,2118,A,83,6.1NRT,303.38,24.36,D
19.17619,-90.6282,323.12,1.04,1.02,2026-05-23,2118,A,23,6.1NRT,305.62,8.41,D
19.1306,-90.94944,333.23,1.02,1.01,2026-05-23,2118,A,81,6.1NRT,306.66,22.71,D
19.12927,-90.9588,327.69,1.02,1.01,2026-05-23,2118,A,60,6.1NRT,306.57,14.45,D
19.33034,-89.5843,322.9,1.14,1.06,2026-05-23,2118,A,45,6.1NRT,305.45,10.46,D
19.17429,-90.70574,332.14,1.04,1.02,2026-05-23,2118,A,75,6.1NRT,304.48,21.66,D
19.17294,-90.71523,340.85,1.03,1.02,2026-05-23,2118,A,83,6.1NRT,302.35,35.4,D
19.22447,-90.42622,330.6,1.06,1.03,2026-05-23,2118,A,78,6.1NRT,306.97,18.29,D
19.19258,-90.65681,330.9,1.04,1.02,2026-05-23,2118,A,64,6.1NRT,306.66,17.89,D
19.18463,-90.7139,367.02,1.04,1.02,2026-05-23,2118,A,75,6.1NRT,301.57,98.76,D
19.33375,-89.6873,326.96,1.13,1.06,2026-05-23,2118,A,26,6.1NRT,305.67,13.87,D
19.35866,-89.71227,328.13,1.13,1.06,2026-05-23,2118,A,47,6.1NRT,308.93,10.8,D
19.36789,-89.71365,338,1.13,1.06,2026-05-23,2118,A,86,6.1NRT,310.02,25.67,D
19.41979,-89.39864,335.38,1.17,1.08,2026-05-23,2118,A,84,6.1NRT,304.26,25.66,D
19.42484,-89.43223,334.53,1.16,1.07,2026-05-23,2118,A,84,6.1NRT,305.05,24.79,D
19.31436,-90.70124,334.8,1.04,1.02,2026-05-23,2118,A,82,6.1NRT,303.47,24.02,D
19.31302,-90.71075,327.93,1.04,1.02,2026-05-23,2118,A,73,6.1NRT,304.42,14.03,D
19.38114,-90.28688,324.04,1.07,1.03,2026-05-23,2118,A,25,6.1NRT,304.25,8.76,D
19.3514,-90.50126,326.34,1.05,1.02,2026-05-23,2118,A,57,6.1NRT,307.64,9.1,D
19.32323,-90.70263,320.74,1.04,1.02,2026-05-23,2118,A,29,6.1NRT,302.02,6.8,D
19.48093,-89.69413,330.55,1.13,1.06,2026-05-23,2118,A,79,6.1NRT,307.82,18.28,D
18.50595,-96.15208,313.95,1.54,1.22,2026-05-23,2118,A,54,6.1NRT,281.04,12.85,D
19.52961,-89.47548,325.29,1.16,1.07,2026-05-23,2118,A,34,6.1NRT,304.17,12.48,D
19.39816,-90.50538,326.69,1.05,1.02,2026-05-23,2118,A,66,6.1NRT,305.34,14.52,D
19.52851,-89.75043,364.39,1.13,1.06,2026-05-23,2118,A,94,6.1NRT,306.29,103.69,D
19.40975,-90.68395,324.94,1.04,1.02,2026-05-23,2118,A,68,6.1NRT,305.07,8.47,D
19.57963,-89.78978,337.92,1.12,1.06,2026-05-23,2118,A,86,6.1NRT,310.53,28.3,D
19.57821,-89.80012,330.09,1.12,1.06,2026-05-23,2118,A,54,6.1NRT,310.3,16.1,D
19.49644,-90.45713,327.76,1.06,1.03,2026-05-23,2118,A,46,6.1NRT,307.97,13,D
19.50051,-90.62562,334.35,1.05,1.02,2026-05-23,2118,A,82,6.1NRT,306.21,18.05,D
19.75417,-88.80344,318.69,1.27,1.12,2026-05-23,2118,A,23,6.1NRT,301.85,8.5,D
19.72943,-89.06953,322.64,1.23,1.1,2026-05-23,2118,A,67,6.1NRT,304,13.47,D
19.64655,-89.7633,337.59,1.13,1.06,2026-05-23,2118,A,86,6.1NRT,304.71,32.66,D
19.56202,-90.57635,338.78,1.05,1.02,2026-05-23,2118,A,75,6.1NRT,305.08,31.79,D
19.56066,-90.58601,328.58,1.05,1.02,2026-05-23,2118,A,54,6.1NRT,304.31,14.75,D
19.5825,-90.50693,326.14,1.06,1.03,2026-05-23,2118,A,48,6.1NRT,307.75,10.21,D
19.57183,-90.58444,325.46,1.05,1.02,2026-05-23,2118,A,68,6.1NRT,304.16,13.19,D
19.59369,-90.55814,327.93,1.05,1.02,2026-05-23,2118,A,50,6.1NRT,306.61,14.5,D
19.62818,-90.37445,327.99,1.07,1.03,2026-05-23,2118,A,23,6.1NRT,304.8,14.38,D
19.39018,-92.04339,324.4,1,1,2026-05-23,2118,A,77,6.1NRT,296.94,17.84,D
19.68193,-90.25166,324.51,1.08,1.04,2026-05-23,2118,A,46,6.1NRT,305.7,11.93,D
18.00671,-100.44831,319.71,3.34,1.72,2026-05-23,2118,A,62,6.1NRT,302.1,46.33,D
19.88177,-89.01155,321.41,1.24,1.11,2026-05-23,2118,A,52,6.1NRT,303.64,11.66,D
18.00551,-100.4521,319.5,3.34,1.72,2026-05-23,2118,A,65,6.1NRT,302.31,46.3,D
19.83973,-89.69826,326.97,1.14,1.06,2026-05-23,2118,A,24,6.1NRT,307.51,15.72,D
19.89364,-89.77739,318.61,1.13,1.06,2026-05-23,2118,A,39,6.1NRT,301.55,6.99,D
19.95059,-89.63549,332.81,1.15,1.07,2026-05-23,2118,A,82,6.1NRT,304.25,24.63,D
19.88184,-90.27469,330.25,1.08,1.04,2026-05-23,2118,A,55,6.1NRT,307.78,18.25,D
19.98919,-89.6035,321.37,1.16,1.07,2026-05-23,2118,A,54,6.1NRT,304,10.79,D
19.92285,-90.30708,338.5,1.08,1.04,2026-05-23,2118,A,85,6.1NRT,306.05,33.58,D
19.96589,-90.26287,340.42,1.08,1.04,2026-05-23,2118,A,88,6.1NRT,309.61,32.85,D
20.19649,-88.94732,319.51,1.26,1.12,2026-05-23,2118,A,15,6.1NRT,300.97,10.86,D
20.18924,-90.18295,323.89,1.1,1.04,2026-05-23,2118,A,55,6.1NRT,305.45,7.73,D
18.11906,-102.24046,317.15,4.54,1.96,2026-05-23,2118,A,37,6.1NRT,298.12,50.16,D
18.12745,-102.28426,317.24,4.57,1.96,2026-05-23,2118,A,55,6.1NRT,297.77,55.97,D
20.39005,-90.26768,325.81,1.09,1.04,2026-05-23,2118,A,70,6.1NRT,305.71,9.9,D
20.59405,-89.10144,328.28,1.25,1.11,2026-05-23,2118,A,65,6.1NRT,300.48,21.22,D
20.58343,-89.28069,325.64,1.22,1.1,2026-05-23,2118,A,41,6.1NRT,304.94,13.72,D
20.58197,-89.29201,333.93,1.22,1.1,2026-05-23,2118,A,83,6.1NRT,306.81,27.24,D
18.7303,-101.00897,336.74,3.55,1.77,2026-05-23,2118,A,87,6.1NRT,302.73,162.73,D
18.7236,-101.04304,325.45,3.57,1.77,2026-05-23,2118,A,78,6.1NRT,303.16,66.98,D
18.72717,-101.01549,340.03,3.55,1.77,2026-05-23,2118,A,90,6.1NRT,302.78,195.32,D
20.61589,-90.30476,327.15,1.09,1.04,2026-05-23,2118,A,74,6.1NRT,304.58,14.61,D
20.79978,-90.2416,334.98,1.1,1.05,2026-05-23,2118,A,84,6.1NRT,303.62,26.97,D
21.15487,-88.64182,321.94,1.36,1.15,2026-05-23,2118,A,54,6.1NRT,300.88,9.44,D
19.35514,-100.58027,322.06,3.19,1.69,2026-05-23,2118,A,74,6.1NRT,301,55.31,D
21.26997,-88.94801,325.43,1.3,1.13,2026-05-23,2118,A,74,6.1NRT,300.44,19.36,D
21.26846,-88.96014,325.02,1.3,1.13,2026-05-23,2118,A,71,6.1NRT,301.17,18.76,D
19.35613,-100.58768,321.24,3.19,1.69,2026-05-23,2118,A,74,6.1NRT,301.03,53.01,D
21.4229,-88.04465,332.33,1.5,1.21,2026-05-23,2118,A,71,6.1NRT,298.75,38.52,D
21.74086,-98.28332,337.5,1.89,1.34,2026-05-23,2121,A,84,6.1NRT,295.98,78.76,D
22.95447,-97.86557,327.48,1.67,1.27,2026-05-23,2121,A,75,6.1NRT,300.37,28.99,D
22.95174,-97.88097,326.51,1.67,1.27,2026-05-23,2121,A,74,6.1NRT,300.83,25.72,D
22.955,-97.87067,337.04,1.67,1.27,2026-05-23,2121,A,86,6.1NRT,300.63,57.57,D
22.95215,-97.88608,320.45,1.67,1.27,2026-05-23,2121,A,56,6.1NRT,300.79,13.04,D
22.90671,-99.01796,333.47,2.02,1.39,2026-05-23,2121,A,84,6.1NRT,302.67,63.77,D
22.91466,-99.00528,319.99,2.02,1.38,2026-05-23,2121,A,69,6.1NRT,301.52,19.05,D
22.91104,-99.02396,323.32,2.02,1.39,2026-05-23,2121,A,74,6.1NRT,302.47,28.43,D
23.19699,-98.13685,339.15,1.72,1.29,2026-05-23,2121,A,67,6.1NRT,295.21,75.81,D
23.61296,-98.02401,330.55,1.66,1.27,2026-05-23,2121,A,82,6.1NRT,299.53,39.59,D
28.56655,-100.60294,319.84,1.97,1.37,2026-05-23,2123,A,69,6.1NRT,303.41,13.34,D
28.57185,-100.60911,320.49,1.97,1.37,2026-05-23,2123,A,68,6.1NRT,303.27,14.77,D
29.53313,-99.50811,314.06,1.58,1.24,2026-05-23,2123,A,63,6.1NRT,298.27,14.17,D
29.5356,-99.514,311.7,1.58,1.24,2026-05-23,2123,A,52,6.1NRT,298.48,9.86,D
30.11765,-99.43208,322.61,1.53,1.22,2026-05-23,2123,A,76,6.1NRT,299.08,25.21,D
30.12449,-99.42331,312.67,1.52,1.22,2026-05-23,2123,A,58,6.1NRT,298.1,10.26,D
30.12166,-99.43828,324.02,1.53,1.22,2026-05-23,2123,A,78,6.1NRT,299.26,29.78,D
30.66133,-100.336,314.02,1.7,1.28,2026-05-23,2123,A,63,6.1NRT,299.12,12.58,D
30.67551,-100.32209,317.13,1.69,1.28,2026-05-23,2123,A,69,6.1NRT,299.35,18.28,D
30.67229,-100.33896,327.27,1.7,1.28,2026-05-23,2123,A,81,6.1NRT,299.69,41.06,D
31.06941,-100.27558,323.37,1.65,1.26,2026-05-23,2123,A,77,6.1NRT,299.62,29.27,D
31.06631,-100.29198,314.61,1.65,1.26,2026-05-23,2123,A,65,6.1NRT,299.22,12.03,D
31.07032,-100.28093,326.37,1.65,1.26,2026-05-23,2123,A,80,6.1NRT,299.86,34.69,D
31.76201,-99.15981,313.53,1.36,1.16,2026-05-23,2123,A,61,6.1NRT,298.12,10.52,D
32.6791,-94.45628,327.94,1.01,1.01,2026-05-23,2123,A,85,6.1NRT,295.26,23.04,D
31.97388,-100.2552,314.45,1.57,1.24,2026-05-23,2123,A,52,6.1NRT,300.4,9.33,D
34.64342,-96.95856,309.83,1.02,1.01,2026-05-23,2123,A,62,6.1NRT,290.51,5.72,D
34.73114,-97.68327,311,1.07,1.03,2026-05-23,2123,A,58,6.1NRT,296.95,5.35,D
35.00076,-96.80537,312.25,1.01,1.01,2026-05-23,2123,A,67,6.1NRT,292.62,8.28,D
60.35394,-112.93427,338.78,1.24,1.11,2026-05-23,2131,A,74,6.1NRT,293.32,46.01,D
60.34975,-112.95478,353.19,1.25,1.11,2026-05-23,2131,A,94,6.1NRT,298.19,82.94,D
60.34556,-112.97534,349.56,1.25,1.11,2026-05-23,2131,A,93,6.1NRT,299.89,73.71,D
34.96019,-103.63193,331.15,2.22,1.44,2026-05-23,2125,A,79,6.1NRT,304.9,64.02,D
60.34135,-112.99595,335.91,1.25,1.11,2026-05-23,2131,A,69,6.1NRT,297.19,40.91,D
34.95565,-103.65314,341.38,2.23,1.45,2026-05-23,2125,A,89,6.1NRT,305.2,115.6,D
60.36715,-112.92139,328.4,1.24,1.11,2026-05-23,2131,A,36,6.1NRT,288.5,27.01,D
40.5184,-97.68491,314.53,1,1,2026-05-23,2127,A,62,6.1NRT,300.98,5.12,D
